CURRENTDAY	Irradiation	Tmin	Tmax	VapourPressure	WindSpeed	Precipitation
21.07.2000	11.750227928161621	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	12.203964233398438	15.89376	27.72092	18.80263	2.60529	0.0
22.07.2000	10.979663848876953	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.21692943572998	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	9.482439041137695	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.188911437988281	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.961522102355957	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.589594841003418	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	8.94015121459961	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	7.818511962890625	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	8.625175476074219	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.214612007141113	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.299264907836914	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	8.876388549804688	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	6.733838081359863	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	7.8192572593688965	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	9.502643585205078	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.332165718078613	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	9.638218879699707	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	8.787071228027344	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	8.9282865524292	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.196895599365234	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.688565254211426	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.29147720336914	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.290878295898438	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.558138847351074	20.51712	27.9311	25.090641	1.7715971	0.0
22.07.2000	10.991863250732422	20.51712	27.9311	25.090641	1.7715971	0.0
23.07.2000	17.886869430541992	13.38944	33.50087	17.595812	1.6673856	0.0
23.07.2000	16.27191734313965	13.38944	33.50087	17.595812	1.6673856	0.0
23.07.2000	14.827489852905273	13.38944	33.50087	17.595812	1.6673856	0.0
23.07.2000	16.17719078063965	13.38944	33.50087	17.595812	1.6673856	0.0
23.07.2000	17.825536727905273	13.38944	33.50087	17.595812	1.6673856	0.0
23.07.2000	17.523609161376953	13.38944	33.50087	17.595812	1.6673856	0.0
